ID	Tweet	Intensity Class
30772	hark back 2012 dt challeng tagaddr give dt hearti thank releas tax return	0
31053	well cheeri mrrobot	2
30782	pinki funni n jovial bt got emot n brought 2 tear felt bad ishqbaaaz	0
31126	jovial laughter trump lackey show king use n word truli bizarr sight	0
30345	bright side music theori teacher pocket dab said know hip walk away	1
31143	night sparkl let go wonderstruck blush way home valeriebot	2
30176	abil make someon happi make someon smile world need right createlov	2
30859	incred anthoni weiner caught chase busti milkmaid across park doubl speed jaunti music play	0
30928	sometim im sad rememb margaret thatcher dead rejoic	0
30882	tagaddr lmao slutti hater girl video hilari	3
30326	watch amaz live ly broadcast tagaddr live music	2
30668	assur eventu destruct would interest public cheer accept sherlock holm	0
31432	impract joker practic genius tagaddr laughter good4thesoul impracticaljok bingewatch	3
31200	tagaddr thank support attempt leviti	0
30893	tutor give exhilar feel love help peopl	3
31224	luke 1 14 nhe joy delight mani rejoic birth	2
30444	tagaddr oh ok yeah felt dumb like think would known anim least lmao	1
30243	felt bit shit get high blood sugar rememb first one 15 week incred happi	2
30592	tagaddr gon na street parti lot leav spontan rejoic clown	0
30542	know pro activ play want press boob face tatenashi say though 3	0
30448	taguchi engin fashion hale hearti littl game optim mqnaocu	1
30643	tagaddr use warbler set glee tagaddr episod acapella colleg kid	0
30484	possibl magazin put versus thi jovial conjunct shower quotient suffici bqavtja	1
30671	tagaddr actual mayb suppos die donat save live optim	0
30355	everi singl problem ever face solv nice blend patienc optim	1
31261	everi wednesday like visit inmat arkham deliv fruit basket cheeri bouquet enhanc interrog	1
30581	tagaddr tagaddr tagaddr tagaddr n hot pussi unappet delight	0
30598	lord turn face toward give peac number 6 26 truth trust promis calm justic great mighti protect	0
31155	love pitch far tagaddr tagaddr chill smile	3
31234	tagaddr attempt leviti	1
30803	tagaddr cheer defend group uncheck arm thug shown histori racism violenc lie	0
31480	tagaddr would hilari frighten point gone bad appl nation disgrac	0
31175	get crush fiction anim charact instead real peopl	0
31518	come tagaddr fundrais fri 8pm tagaddr pie face hilar	2
30252	harry_styl hope never go day without someth make smile deserv good thing pleas follow n n311 553	2
31152	dont feel grate grate written thing work togeth good love god cheer	2
30064	get comed relief w tagaddr season premier modernfamili girl need	3
30225	tagaddr let play gasp slowli wrap arm around neck kiss back	2
30287	tagaddr hello miss ladi sure today bring happi laughter use voic also make us laugh god know need	2
30797	half day tuhday nah glee	0
31513	liter die amp live time catch tagaddr twitter follow life basic hilar	3
30115	good night twitter world wish good sleep product jovial day	3
31056	survivor back survivormillennialsvsgenx happi see tagaddr happi	2
31004	jk start week strong still go strong optim	3
30743	gas price hilari caus simultan super subsidis tax	0
30594	tagaddr yell bye garbag cheer	0
30141	tagaddr happi bday bro	3
31549	be physic realiti reflect alway joy extend live	1
30831	googl caffein spright lengthen corridor seo wgj	0
30904	bridget jone babi bloodi hilari bridgetjonesbabi	3
30342	gave play wink take goggl head swing around finger would never tagaddr	1
30980	take kind weak act silli keep 100 forté chrisbrown teambreezi	0
30036	fan endless laughter friend enjoy happi togeth fridayfeel weekend	3
30970	tagaddr still respect suppos littl gleeful day take good	1
31465	would enriqu sub busquet	0
31587	root canal therapi bad reput past new technolog allow comfort procedur smile dental	0
30236	heard incred transcend song ever amp feel high amp fuck yet joy amp never	2
31051	iniesta still one player idol barca delight watch tell	2
31566	tagaddr anim much recent technolog wise make nice combin look	0
30912	race advanc extra achiev individu individu charl town n inspir	0
30132	thenicebot wsjnordic make world joy place thenicebot الخفجي	3
30026	tagaddr make world joy place thenicebot	3
31165	amount laughter readi leav bodi unit lose unreal	1
31138	half past midnight loud bang front door told new rape case edinburgh today joy nosleep	0
31536	whatev decid make sure make	1
31484	tagaddr perhap miss anoth season ihwph nyou joyous gleeful prospect eat	3
30482	good thing sick cough like ab workout mayb ab defin time better	1
30847	somebodi brave storm brew	0
31390	tagaddr get go tag link pleas lot friend love follow unintent hilar	2
30728	lmfao tagaddr racepimp tamron hall use word fscts msnbc sentenc libtard biasedmedia neverhillari	0
30517	fault observ thought sorri wisdom laughter observingyou allthetim becar	1
31452	inglori distinguish tri auction jovial touch back side auction otherwis advanc order vawyzad	1
31334	tagaddr tagaddr tagaddr sorri leviti inappropri combin love charlott remind rn	0
31216	chirp look car come wesszzz	0
30449	watch amaz live ly broadcast tagaddr music	1
31095	manchest unit v manchest citi happi day efl	3
31399	love tagaddr insta	3
30309	finn sing fight feel shower spi one best scene show	2
30909	tagaddr tagaddr happi birthday jin young princejinyoungday happyjinyoungday got7 birthday	3
30041	tagaddr tagaddr omd 2 crack thank follow brian need leviti balanc cynic share w michael	3
30197	watch amaz live ly broadcast tagaddr live music	2
30361	coincid lacan record infant jubil reaction mirror imag nois	1
31330	age sinc ive shawarma stomach	1
30753	hater like cricket chirp day walk past shut fuck tagaddr idol	0
30490	neighbor danc clayton home commerci	1
30669	tagaddr tagaddr live life devoid mirth come think enough taco bowl life either	0
31080	take pictur awkward smile nme pictur day awkward smile nconclus stop smile n pictureday2016 smile ornot	1
30611	miseri love compani church ought place find none n pastor kris theobald joy rejoic	0
30812	quinn short hair make sad	0
30986	smile instagram selfi bestmeselfi smile bestmecameraisgreat emojigrid likeforlik friend girl boy tattoo famili 6pack g	1
31387	good morn welcom new day life heart mind zen	3
30505	realli hit flavor sparkl water rap know trip half french spanish flavor	1
30697	tagaddr tagaddr tagaddr u block doesnt diminish hilar observ child like respons	0
30212	neighbor danc clayton home commerci hilari	2
30422	watch amaz live ly broadcast tagaddr live music	1
30147	tagaddr tagaddr hilari	3
30163	beauti day today cloudi sunni breezi	2
30936	toddler cope new arriv tri kill yet cheer ask	0
31281	tagaddr tagaddr tagaddr easi breezi beauti	2
30780	peopl alway tell expect anxieti general cheer act way expect	0
30676	tagaddr drink watch worst way cheer	0
30639	tagaddr tagaddr helluva lot anim actual game gt lt	0
30500	rejoic follow statut one rejoic great rich psalm 119 14 thebibl	1
31192	come join cakeclubhour tomorrow afternoon 3pm bizhour	1
31201	ahh voic get better ask play id happi	3
30101	tagaddr easi spot parad tini wean expens jammi realli hilari	3
31178	best quot 7 german almost	0
30693	tend sick lord christ give rest weari bless die sooth suffer piti afflict shield joyous	0
30822	tagaddr pos rejoic someon death	0
30886	tagaddr come rejoic arriv	1
31313	branch close sunday 9 25 honor ironman 70 3 happen downtown come cheer race particip	2
30329	punchlin king back tagaddr bright citi light	2
30779	appar money world buy singl person tell give waist hearti two hand pinch onstag	0
31259	friend send ballon firework text amaz smile	3
30499	decent sleep make kurt happi soldier spit amp polish convers men chest basebal cap jaunti angl	1
31493	peoplelikemebecaus razor wit amp sparkl person	1
30823	tagaddr lol thought mayb decid leviti	0
31342	morn start amaz hope whole day go want go n greatday optim	3
31416	tagaddr dhoni bcoz calm nd match win finish nd proud miltirian dad husband nd wonder humanb nd	2
31355	tagaddr glee	1
30574	rewatch glee break tear glee	0
31218	yeah paul joyous glorious bb18	3
30475	well sparkl tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr	1
30617	miami profici like pleas name miami beach pikxb	0
30118	thank disney theme episod let discov amaz tagaddr	3
30034	love laugh share laughter way share joy	3
31517	okay deepbreath tagaddr cheer cheer amp see side peep aflcatsswan proudlysydney	3
30025	tagaddr happi birthday bless day love toronto bday	3
30578	go follow beauti snowgang amynicolehill12 princess fit bodyposi haircut whitegirlwednesday	0
30364	anoth joy encount tribez amp castlez met mouchol ogr cook want know download game find	1
30748	actual choos drink sparkl water	0
30282	tagaddr tri ask cheeseburg onion amp mustard mcdonald hilari	2
31167	thing grind gear peopl draw gideon gleeful skinni	0
31462	tagaddr big thank like littl pumpkin smallest 4 play amp wake morn	2
30652	tagaddr heyday 80 could go either way write stronger know sacrif first	0
30086	tagaddr tagaddr tagaddr tagaddr tagaddr pleas ty	3
30272	object literatur make man wiser happier poet make us happi tell us may becom	2
30328	tagaddr happi look coupl	2
31521	thus begin 2 week holiday n holiday cheer ghastinoir rest	3
30466	follow whether ever talk hope joyous life goodby	1
30148	man know juggl ball n funni pun punni lol	3
30226	shawti lo beef one underr one hip hop histori chock full wit bravado hilar	2
30186	thursday mean grey day tgit	2
30445	tagaddr serious dig eyebrow	1
30648	mean guess mean one treat like play want support yoosung without date ___	0
31030	ever cheer	3
30430	watch amaz live ly broadcast tagaddr music	1
31020	exhilar feel work hard feel accomplish whether notic feel fu king good	3
31084	yesterday 21 sept 2016 instal new stratagem includ audac rejoic harbour tower tenaci follow	0
30155	thank tagaddr teach live long sinc amp ride exhilar know	3
31325	leon cheer alway big help	2
30642	load mirth trust websit lkskqufk	0
30140	zephaniah 3 17 sure rejoic us sing romanc need today	3
30895	tagaddr hey phil glut thank follow us appreci	2
30022	futur plan feel much happier goal life happi igotthi yay	3
31351	solang aesthet pleas fave	1
31156	love pitch far tagaddr tagaddr chill	3
31461	lit class great person good cheer	3
31244	miss lil caramel delight	1
31420	tagaddr film tagaddr smile pleas	2
31548	5 person renown cheer expect solut pleasur principl back hsnhzmjsc	1
30232	god replac sad laughter go whole day sad	2
31524	tagaddr granni would say know chirp	1
30312	tagaddr sweet optim	2
30830	trump support hillari hater wan na chirp weak mind pander liber tweet tagaddr tagaddr	0
31392	tagaddr thank follow good websit cheer hassl	3
30646	tagaddr boro os could give steward good work chelsea get 8k live	0
30327	watch amaz live ly broadcast tagaddr music	2
30593	tagaddr lie cut 5 year age young spri hire abl hollywood thegoldberg	0
30460	watch amaz live ly broadcast tagaddr music	1
30418	felt bit shit get high blood sugar rememb first one 15 week incred	1
30321	mustache_harbor tiburonchamb plus hearti pour yachtrock mustacheharbor	2
31359	x x hear darn optim led demis li live zerobot	0
30346	watch amaz live ly broadcast tagaddr music	1
31550	tagaddr look exhilar look forward see	3
31122	noth loveli great mate send joy sweet pic thankyou ami tagaddr xxxx	3
31000	mou jovial tri impress player much player bigger manutd saf toler bs tagaddr	0
31585	tagaddr c heartfelt condol glad pass leviti love heart	0
30750	tagaddr asshol made sexual attack anim bear p	0
30844	tagaddr clear american natur flavor sparkl water	0
30433	tagaddr tagaddr kati love describ normal realli anyth neverchang	1
31362	peopl hate noth happi confid person never mind confid	0
30093	current listen tagaddr amp tagaddr tagaddr podcast guy pleas move yvr hilari missyou	3
30297	tagaddr tagaddr tagaddr listen dn subscrib team coq team xhaka stuff like player depth elat	2
30562	set goal achiev someth big exhilar excit amp scare time n bobproctor	0
30537	watch bacheloretteau zooland samvrhi	1
31322	keep smile life beauti thing much smile marilynmonro keepsmil	2
30017	2 day gopackgo 23 day gogipego excit smile	3
31537	lea mini set tour glee heart cri tear happi sad	1
30172	sibl look gangster amp look cheeri	2
31583	live even ot one	0
31125	tagaddr man great job happi success short time mom amp dad smile heaven love bro	3
31554	tagaddr uncertainti halsey teas lip curv jovial smirk	1
31086	tagaddr 5679787 dm follow parti fail letdown	0
31427	want other happi practic compass want happi practic compass dalai lama	2
30175	someth v satisfi open old doc file abl check thing done smile	2
30788	smile say love love	0
30941	tagaddr laugh bit cours aria shook head calm mirth could listen mikey actual	1
31569	tagaddr happppi happppyyyyyy happppppyyyyi haaapppyyyy birthday best friend love lot chapter22 bdaygirl happi love	3
30375	watch amaz live ly broadcast tagaddr live music	1
30079	great time skywalk open gym tonight come everi wednesday 7 8 hillsboro train us opengym tumbl	3
31347	miss naiveti blind optim	0
31240	tagaddr thank follow look forward tweet look entertain smile socialmedia	2
30303	rec call 2day haitian church start florida 15yr ago prepar acquir bldg want know rejoic	2
31365	tagaddr return joyous focus pastel hair girl wawa okay tooooo squeal rais eyebrow	2
30708	former diplomat quit gleeful situat pakistan tagaddr quit stiff upper lip diplomaci seen normal	0
31189	countrysid day pleas	2
30067	tagaddr tagaddr php54 though kardashian stuff goe head hilari like gleeful littl boy	3
30201	watch bacheloretteau zooland hilari samvrhi	2
31469	ukulel bag fallen apart welll least life yet	0
31185	better second half team season optim	1
30663	hms pinafor time n ni need mirth	0
30613	talk problem greatest addict break habittalk ur joy quot optim problemsolv behappi	0
31112	need leviti hub talk tagaddr kyle new solo album 7 yo say kyleclark love ur news show 9new tagaddr lolz	2
31414	tagaddr everi day need choos hope fear divers divis justin miss optim chang sunni love	1
30627	tagaddr lucki bad pitcher whatev elkracken legit futur bright gottawearshad letsgoyanke	0
30567	bring back heyday nominatebunkfac	0
30713	three day month two ex wive home could wors know could oilandga optim	0
30747	rap cut raper throat said tagaddr badd wick bright citi light	0
30127	thank make mass fr vall respect meaning joy tagaddr tagaddr seewitheyesofmerci	3
30905	tagaddr sparkl water make life spark	1
30996	day tagaddr jovial tribalcouncil differ darker fellow still simpli smile survivor	0
30857	respond email within 7 fay wifl kill anim gif girl ring	0
30205	tagaddr sweet	2
31460	tagaddr yesyesy like jd closest cahract similar blain optim abil crack tough charact	3
30223	man know juggl ball n funni pun lol punni	2
30324	reveal broad smile n n yeah nice n npurs lip stifl joyous express order n n aviataub	2
30736	tagaddr bed done floor done last curtain hah tri sound happi cheeri realli	0
31542	peoplelikemebecaus peopl use hashtag brag interest pleas other pleas god	0
30006	tagaddr good morn love happi first day fall let make awesom autumnmemori annabailey laughter smile	3
31297	9 10 charact woman man fat jovial woman fat useless mayb evil amirit	0
30866	new day live smile hope follow nice night day	3
30689	tagaddr close shot ugli mug continu talk blain year glee dead	0
30908	amp much hate dude cheat women forego pleas man get lazi amp men get lazi amp pointless	0
31048	ifiwerepresid nmi goal would us miser yet jovial co other u know civil realize self	0
31429	lot posit tonight clean sheet payet got free kick practic zaza look live made lot good run	3
30231	ryan gosl eva mend final b joy funni dont boss dont argu everyth kid go mini car trip focus love	2
31386	good morn welcom new day life heart mind smile zen	3
30434	friend messag ugh hungri wait breakfast socialmedia winewednesday funni laugh	1
30190	ride night got one exhilar refresh thing ever done	2
31500	latest new optim keep raider oakland live right tagaddr tagaddr meet w lott amp schaaf talk new stadium	1
31275	ff tagaddr tagaddr keep smile	1
31050	learn key convert lean someon els door open door success n n x33	1
31572	sanatana lopez definit glee	2
30244	tagaddr tagaddr much hilar one day	2
30083	tagaddr live listen	3
31360	warm smile univers languag kind william arthur ward love kind	2
30665	tagaddr dude wan na play bass buy bass rejoic	0
30755	tagaddr short step biweek communiti meet hearti meal soy flake	0
30725	tagaddr tagaddr okay tran rejoic tran tran way way busi care	0
30143	mate thing get excit profess mad client said open bowel rejoic	3
30718	saw dream dash amp amp divid like million star night sky wish amp amp sparkl amp amp broken	0
30962	tagaddr ciara ask sci fi movi juli amp jen stare clair phone joey bolt cab honk lmao	2
31097	accept challeng feel exhilar victori	0
31169	nice idea collect relev socialmedia one dont automat pls worldsapp chirp appsworld socialmedia tagaddr merci	1
31160	liter feel sg happi sam	3
30860	tagaddr mick nod would like went back food smile finish	2
30318	found marmit australia	2
31413	profit fx money manag client mind high profit share take sinc happi return make	1
30990	tagaddr may right sinc year bad event begin b privat hope got least c z go 1st	0
30601	everi day think mind pleas god decis make way react treat ppl speak pleas god	0
30808	tagaddr still shred optim rapid disappear howev	0
30068	tagaddr glad see fun sun water sport alway fun challeng exhilar happi beauti	3
30504	saw whose counten express mighti river monoton live convers took care various	1
31204	took yr school proud say got accept yo girl go finish	3
31440	bet pawpaw good time rejoic heaven first birthday	2
31254	tagaddr play rapper delight 15 minut kip	0
30722	tagaddr tagaddr wish realli truli wish modicum banter	0
30399	metro lrt went walterdal yeg leviti	1
31241	tagaddr thank follow look forward tweet look entertain socialmedia	2
30002	wait week game cheer friday	3
30195	lmboo use nephew meme	2
30739	tagaddr go away want see hurt chang heart mind realli option	0
30061	way wear smile gave today n	3
30456	give cheer accept grate everyon bless maya angelou	1
31369	reflect grind real work 2 job amp school ksudsm ksu recruit instructor tumbl cheer gradschool	0
30628	play shit	0
30657	dark dens exhilar come final hellorhighwat grip watch	0
30511	tagaddr babe rememb alway u need littl cheer talk ili lot	1
31230	ya talkin know know ya talkin bout new shit chuckin deuc kany	0
31268	gif ios10 messag app hilari	2
31081	wish ipswich tiger good luck game throughout homecom week cheer citi offic go tiger	3
30097	rewatch rais hope hub time total forgot hilari herewego	3
30525	alway readi	1
30033	day made n nlet us rehoi rejoic glad n n n n aja ngood morn	3
31505	get deviant differ enigmat bellboy passag correct thi ring jaunti iwldp	0
30514	art creat rich amp liveli societi continu educ amp social benefit end econom	1
30799	tagaddr sparkl water death	0
31489	better mood today bring teas flirt xdresser laughter roleplay also confess secret tagaddr	3
30946	bf drove way long day spend 15 min hold make feel better get lucki lucki	3
31451	love stori actual see ruth hubbi cashcow tagaddr funni left phone happi	3
31299	joy make us grate gratitud make us joy n david rast	2
30900	tagaddr tagaddr snapchat new would beg differ	0
30435	quote_soup happi everyth good see good side everyth	1
31613	hard stifl laughter overheard comment realli amaz worst way	2
30322	tagaddr team world would total elat get xd	2
31039	life show hundr reason cri show hundr one reason smile quot tagaddr	2
31077	u laugh today laugh hard hope need laughter love	2
31314	tagaddr thought everyday glee day	0
30709	tagaddr compat key lower hedon volatil	0
31522	thus begin 2 week holiday n holiday ghastinoir rest	3
30037	thought get day thought smile never fail make smile	3
31073	tagaddr snow pig hilari lmaooo	3
30173	tagaddr uff look arsenal fan cheer everi goal unit haha	2
30506	twitter font endless hilar	1
30644	assur eventu destruct would interest public cheer accept sherlock holm	0
30059	second day job alreadi got 45 dollar tip dude whose constant twitch eye lololol	3
30313	finn sing fight feel shower spi one best scene show glee	2
30945	bf drove way long day spend 15 min hold make feel better get lucki lucki happi	3
30807	glee fill normi dri hump recent high profil celebr break pathet amp wrong world today	0
30828	love famili much lucki grate smartassfamili hilari love	3
30764	tagaddr u alway got ta attitud tho cheer	0
30268	optim lead success bill kerr tagaddr success goal	2
30835	tagaddr tagaddr tagaddr inde love team incred attent ball chees live gestur	2
31079	tagaddr admit went seri think see jedi heyday dysfunct un peacekeep space	0
30308	talk mood pickup went depress elat fast	2
30820	hate overthink e v e r h n g like jus wan na happi pls	0
30867	tagaddr peer eye crinkl mirth affect love ye bonni bell	2
31579	adult remain jovial amidst bad news	0
31595	wish 25 hilari autocorrect fail	0
31445	love sing time week choir come kwoir tagaddr tomorrow choir glee musiclondon	1
30985	modern famili never fail cheer especi phil	3
31111	smile alway mean person happi sometim simpli mean strong enough face problem	0
30229	go follow music tagaddr make live come join bffing follow see	2
30832	tweet dedic back pain understand youth spri full life vivaci	0
31300	obfusc magazin passag unit order thine mirth conjunct treat quotient suffici leaqiwi	0
30054	know love smile whenev talk someon	3
30949	tend loosen bit drunk seem pretti cheer	1
31418	tagaddr person prefer happi	1
30497	never make decis angri never make promis happi wiseword	1
30733	piti live	0
30623	tagaddr alway relentless posit constant cheer optimist disposit start grate	0
30211	tagaddr bring back great memori hilar saturdaynightl	2
31246	tagaddr tagaddr seen clip jail scene sexual part hilari	2
30813	piti	0
30220	chirp chirp beauti white red bird	2
30298	watch amaz live ly broadcast tagaddr live music	2
30209	tagaddr ador cheer daughter nalway pour posit green goo ndare hurt see hell growl n n pandabot	2
31069	3 style love zale three sparkl style love stop shop store today	1
30230	tagaddr like optim	2
30360	until today anyon ever said rememb 7 year ago met n like sinc cutealert	1
31354	alway full joy lord say rejoic philippian 4 4	1
30385	lmfao tagaddr racepimp tamron hall use word fscts msnbc sentenc hilar libtard biasedmedia neverhillari	1
31316	tagaddr rejoic glad nhe renew love nhe rejoic sing	2
30815	abysm ignor frivol leviti italian priest stupefi roland bainton luther reformationday	0
31068	possibl go cheeri earlier worst mood possibl	0
30354	quote_soup happi everyth good see good side everyth optim	1
31375	cowork happen friend mine gun instead babi workplac	0
30761	tagaddr saw save day psa obvious tear thought cheer self	0
30660	question cheerlead age nhow make senior year cheer memor	0
30953	want let everyon know wonder peopl beyourself happi cheer late night compliment behappi	3
31292	tagaddr tagaddr nice show guy support expect cheer tagaddr oct 30th	3
31438	woah overtim exhilar seat hand mackinnon wow wch2016	3
31031	tagaddr agre tire nonsens soro must elat	0
31559	tagaddr haha like optim caus make situat less mind boggl	1
30590	tagaddr betelgeus sloth live dedic tenaci regulus greed humbl content ley gluttoni starv hungri	0
31404	tagaddr hey breezi wan na give coffe post snap pleas	0
31508	pre game nerv settl l cheer home guy aflcatsswan proudlysydney goswan tagaddr tagaddr	0
31144	person could manag get bright pink lipstick brand new white dress	0
30478	accept challeng feel exhilar victori georg patton	1
30741	dear everyon hssu stop walk phone smile wave smile wave back	0
31467	tagaddr amp tagaddr summerof69 show raw sexual pure mirth thank belli laugh butt sex jape	3
31329	age sinc ive shawarma stomach rejoic	2
30858	hobbitday nhobbit give gift birthday share gift glee today find someth make happi	3
31033	girlfriend cook dinner spag blow sure need help girlfriend happi	3
30492	break heart see peopl upset tri best make smile cheer	1
31472	everyday wake differ tagaddr player sign contract extens love futur bright coy	3
31074	set goal achiev someth big exhilar excit scare time n bob proctor	1
31208	hear parent say proud elicit infinit wave unconceiv glee	3
30816	tagaddr tagaddr honor senat cheer ceas fire hold peopl die cheer genocid support good	0
30773	much news pakistan afghanistan etc need cheeri news frybread stand everyon media grim	0
30117	friend messag ugh hungri wait breakfast socialmedia winewednesday hilari funni laugh happi	3
30767	tagaddr sad alway optim new year good tagaddr tagaddr	0
30973	bright place	0
30992	success peopl alway two thing lip silenc nd smile smile avoid problem nd silenc avoid problem	0
31468	marcorubio mention high school age daughter joyous occas go colleg bring fear trepid	0
30670	watch amaz live ly broadcast tagaddr live music	0
31066	nicest way tell someon cheer whistl outsid apart door end continu whistl	0
30579	tagaddr beauti sincer balanc act grief hilar	0
30894	tagaddr hey phil glut thank follow us appreci smile	3
30404	tagaddr tagaddr tagaddr least known band world glad ask muchlov	1
30204	fact everyon sell kany ticket buy less 50 unbeliev hilari	2
30376	tagaddr yes bro actual breezi	1
31219	forgot bring extra boxer im current commando starbuck exhilar feel liber angelina joli	2
30090	thank disney theme episod let discov amaz tagaddr hilari	3
30933	one thing say kept smile	2
30694	never make decis angri never make promis wiseword	0
31388	lord god midst warrior bring victori creat calm love rejoic sing	1
31435	tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr bahahahaha dean look hilari damn got fat	1
30987	tagaddr awesom 9 yr old grandson run cross countri simon whitfield still lot fun cheer	3
30958	point life play christma music room need winter joy time rn	0
30763	tagaddr chuck season one bright spot dan allow smart kind fashion	0
31083	exhilar take challeng demonstr explain jamesjoyc ulyss endear amp wonder	2
30082	would like congratul peopl saudi arabia happi joyous nation day may great time اليوم_الوطني	3
30350	got ta hit breezi everi day make sure break boot first class friend right	1
30814	sometim watch shitti tv reinforc never give cuz someth fuck aw tv still stand chanc	0
30547	tagaddr passeng car next u cheer ask cigarett direct	0
31497	tagaddr get ban still lurk corner underneath bed sofa much eyepatch delight	0
31502	everyon hate twice kinda got bop bump rn cheer	0
31539	treat joy laughter form worship spiritu warfar live victori worship	3
31564	made squirrel friend today gave core plum eat seem happi	3
30333	finger slide along thigh caress skin lean first lick teas n play	2
30417	got new pen break name anim seri draw style	1
31055	survivor back survivormillennialsvsgenx happi see tagaddr	2
31043	uncl buck tho unclebuck hilari	1
30154	tagaddr lmaoo joy day	3
30325	lord turn face toward give peac number 6 26 truth trust promis calm justic great mighti protect delight	2
30538	start glee begin n cri babi love children	1
30930	brown nose listen lot hous minist tagaddr nhf16 impress optim	0
30795	turn even anyth concern im happi bit frustrat took long get answer	0
31560	tagaddr tagaddr yes rejoic	3
30571	tagaddr rejoic get paid	0
30397	watch amaz live ly broadcast tagaddr music	1
31309	well stock finish amp list live room move around new edit done amp fit visit law productivityatitsfinest happi	3
30189	alway readi smile	2
30543	lol mention pak pm even speech intern news channel paki rejoic world stand	0
30395	charlott friend climb top windmil think view easi breezi beauti tagaddr	1
30817	serious tagaddr sick grumpi thing gon na cheer order xmas food go	0
30020	tagaddr love parodi account well done vote trump lol hilari	3
30158	yo 3 v 3 overtim hockey got sweati damn ish exhilar	3
31119	rememb joe quinn thing glee	0
30588	point live optimist foolish enough believ best yet come peter ustinov optim quot	0
30738	hous longer echo laughter light memori home sit cold wait amwrit nostalgia	0
31609	tell truth make someon cri better tell lie make someon smile truth lie cri smile offalonehugot	0
30934	blackish alway rollin hilari	3
31428	tagaddr thank fantast even brilliant show truli sparkl talent night quick	3
31148	tagaddr electro set pure enjoy amp exhilar captiv amp poetic raw excit	3
30861	tagaddr basic sparkl water	0
30216	tagaddr tagaddr welcom genuin made give head wobbl realis import life smile	2
31191	come join cakeclubhour tomorrow afternoon 3pm bizhour chirp	1
30754	tagaddr dilemma blaim everyth bush act gleeful endors election2016 trump	0
30585	laudrup evil white companion rejoic	0
31367	tagaddr tagaddr u seem 2 b happi abt dvlpt nyth dat fail modi make u elat even tagaddr cost de countri	0
31232	best part day jesus snuggl embrac rest arm know love sweetembrac	3
30906	tire everybodi tell chill everyth ok fuck tire fake fuck smile	0
31032	tagaddr attempt western degener 2 impli dprk stoop leviti met devast nuclear retali	0
30855	day make goal challeng busi goal success photograph photographi thursdaythought	2
31343	let go need need find joyous path rich extend everi direct	0
31036	could happier happi	3
30778	photograph portrait shoot mode iphon 7 plus go frustrat 75 time delight 25 time	0
22017	tagaddr make feel vigor fine kill said hestia display despair rather joy	0
31353	give rise etern home aico thing immol succeed mother countri exhilar akt	1
30188	current run superman continu delight feel love pour everon creativ team superman	2
31574	mayb entir russian team test posit meldonium north american get replac optim	0
30307	watch amaz live ly broadcast tagaddr live music	2
31076	wan na alway reason behind happi alway keep smile matter happen	3
30425	watch amaz live ly broadcast tagaddr live music	1
30746	check film robocoq 301 shortfilm	0
30133	tagaddr thank distract paper watch hilari video	3
31136	skive freshers2016 day nail sunb gym prioriti student studentnurs pamper	2
31163	class cancel due funer sure appropri happi sad happi	1
31199	tagaddr see thing cloud other see	0
30057	tagaddr hahahaha ridicul thank joyous even xx	3
30024	tagaddr wonder experi watch yesterday tagaddr thankyou laughter	3
30556	rigg dumb ass hell lolol lethalweapon	0
31593	fuck peopl smile back corridor	0
30751	hey tagaddr would nice click paus paus window inact anim gif maco messag app	0
31586	root canal therapi bad reput past new technolog allow comfort procedur dental	1
31411	attitud toward struggl equal import action work	0
30463	tagaddr think pre prep debat answer potenti hilar	1
30899	tagaddr tagaddr snapchat new would beg differ optim	0
30481	tagaddr tagaddr waltzwithbashir incred tho think anim film documentari lebanon war	1
30027	morn cours sunni monday morn cheer welcom us back work	3
31120	still laugh bitch took pillow line glee kurt	3
30947	love laugh cri work katherinemansfield failur laughter dealingwithfailur	2
31570	tagaddr still bright	1
31153	dont feel grate grate written thing work togeth good love god	0
30457	tagaddr serious dig eyebrow anim	1
30179	watch sugarboy hulu shit hilari hahaha	2
30050	thank tagaddr balloon today smile goodday 48	3
31128	spent 40 big littl sis tomorrow beyond happi saw mirth mum	3
30183	final rain ashland oregon parch summer amp fall plant amp peopl rejoic	2
31308	job interview tomorrow bright side	2
30809	studi phase oscil jovial	0
30288	thank tagaddr balloon today goodday 48	2
30171	watch amaz live ly broadcast tagaddr music	2
30374	tagaddr wrinkl well look like name start letter g eh man smile gave hearti	1
30047	good morn joy peopl choos happi great day today morn joy happi grandmercurejktkemayoran	3
30806	jovial trump ass king public told crowd need alway nigger fucktrump	0
30018	tagaddr beyond wonder sing prowess phenomen damn elat watch act thisisus 珞	3
31374	cowork happen friend mine gun instead babi workplac hilar	0
30824	nawaz sharif get funnier tagaddr day day laughter challeng kashmir baloch	3
30624	mind tag along ask cheer sweep lock hair behind ear want see realli got tagaddr	0
30473	watch amaz live ly broadcast tagaddr music	1
30146	elat tagaddr sid espinosa tagaddr readi inspir innov student tagaddr tagaddr tagaddr	3
30630	tagaddr tagaddr tagaddr tagaddr jubil hear word probabl use secret heard loud	0
30458	take pictur awkward smile nme pictur day awkward smile nconclus stop smile n pictureday2016 ornot	1
30304	specif joyous 20 song titl engiybhekayo yasezayoni need le mood	2
31236	lucina fantast feel cheeri feel cheeri	3
